STT		Mã MH	Tên MH	Số tín chỉ	BB/TC	
1387		ME4087	Đề cương luận văn tn	0.0		
1388		ME4089	Luận văn tốt nghiệp(htcn	9.0		
1389		ME4091	Đề cương luận văn tn(ktn	0.0		
1390		ME4093	Đề cương luận văn tn(ct)	0.0		
1391		ME4095	Đề cương luận văn tn(cđt	0.0		
1392		ME4097	Đề cương luận văn tn(khd	0.0		
1393		ME4099	Luận văn tốt nghiệp (hd)	9.0		
1394		ME4101	Đồ án th/kế hệ thống cn	2.0		
1395		ME4103	Đồ án th/kế ht logistics	2.0		
1396		ME4107	Đề cương luận văn tn(tkt	0.0		
1397		ME4109	Luận văn tốt nghiệp(cntt	9.0		
1398		ME4113	Đồ án 1	2.0		
1399		ME4117	Đề cương luận văn tn	0.0		
1400		ME4119	Luận văn tốt nghiệp	9.0		
1401		ME4121	Đồ án ngành 1	2.0		
1402		ME4127	Thiếtkế hệthống cơđiệntử	3.0		
1403		ME4139	Vi điều khiển	3.0		
1404		ME4141	Kỹ thuật thông gió cn	3.0		
1405		ME4219	Đề cương luận văn tn(cđt	0.0		
1406		ME4221	Luận văn tốt nghiệp (cđt	9.0		
1407		ME4311	Điện trong kỹ thuật lạnh	3.0		
1408		ME4313	Anh văn chuyên ngành	3.0		
1409		ME4317	Đề cương luận văn tn(ktn	0.0		
1410		ME4319	Luận văn tốt nghiệp (ktn	9.0		
1411		ME4327	Đồ án tốt nghiệp (cdt)	4.0		
1412		ME4337	Đồ án tốt nghiệp (ktn)	4.0		
1413		ME4347	Đồ án tốt nghiệp (ktd)	4.0		
1414		ME4357	Đồ án tốt nghiệp (cndm)	4.0		
1415		ME4367	Đồ án tốt nghiệp (kthtcn	4.0		
1416		ME4377	Đồ án tốt nghiệp (log)	4.0		
1417		ME4387	Đồ án tốt nghiệp (ktck)	4.0		
1418		ME4533	Quản lý đơn hàng	3.0		
1419		ME4537	Đề cương luận văn tn(det	0.0		
1420		ME4539	Luận văn tốt nghiệp (det	9.0		
1421		ME4543	Đề cương luận văn tn(cnm	0.0		
1422		ME4545	Luận văn tốt nghiệp (may	9.0		
1423		ME4607	Pt & thiếtkế httt quảnlý	3.0		
1424		ME4615	Sản xuất tinh gọn	3.0		
1425		ME4625	Kỹ năng lãnh đạo	3.0		
1426		ME4641	Quản lý &vận hành c/biển	3.0		
1427		ME4671	Đề cương luận văn tn	0.0		
1428		ME4673	Luận văn tốt nghiệp(htcn	9.0		
1429		ME4675	Đề cương luận văn tn	0.0		
1430		ME4677	Luận văn tốt nghiệp	9.0		
1431		ME4725	Đề cương luận văn tn	0.0		
1432		ME4727	Luận văn tốt nghiệp(ktck	9.0		
1433		ME5001	Đồ án chuyên ngành cđt	2.0		
1434		ME5017	Luận văn tốt nghiệp	9.0		
1435		ME5021	Thiết kế tối ưu và quy hoạch thực nghiệm	3.0		
1436		ME5023	Cơ sở biến dạng tạo hình kim loại	3.0		
1437		ME5025	Cơ sở kỹ thuật chế tạo	3.0		
1438		ME5027	Đo lường nâng cao	3.0		
1439		ME5029	CAD/CAM nâng cao	3.0		
1440		ME5031	Kỹ thuật mô phỏng	3.0		
1441		ME5035	Các quá trình chế tạo Micro và Nano	3.0		
1442		ME5077	Quản lý chất lượng tổng thể	3.0		
1443		ME5079	Công nghệ tinh gọn trong sản xuất dịch vụ	3.0		
1444		ME5081	Hỗ trợ ra quyết định	3.0		
1445		ME5091	Lập kế hoạch và điều độ trong sản xuất và dịch vụ	3.0		
1446		ME5095	Sản xuất tinh gọn nâng cao	3.0		
1447		ME5109	Cảm biến và Ứng dụng	3.0		
1448		ME5111	Mô hình hóa Hệ thống Cơ điện tử	3.0		
1449		ME5115	Hệ thống điều khiển phi tuyến	3.0		
1450		ME5119	Điều khiển mặt trượt	3.0		
1451		ME5121	Hệ tuyến tính và điều khiển	3.0		
1452		ME5123	Thiết kế và phân tích cơ cấu nâng cao	3.0		
1453		ME5129	Thị giác máy tính	3.0		
1454		ME5137	Tuabin hơi và tuabin khí	3.0		
1455		ME5151	Công nghệ may hiện đại	3.0		
1456		ME5187	Khai thác dữ liệu trong công nghiệp	3.0		
1457		ME5191	Thực tập tốt nghiệp 1	3.0		
1458		ME5197	Ứng dụng trí tuệ nhân tạo trong các hệ thống cơ điện tử	3.0		
1459		ME5199	Thực tập doanh nghiệp	4.0		
1460		ME5201	Hệ thống sản xuất tự động	3.0		
1461		ME5203	Thực tập chuyên ngành 1	3.0		
1462		ME5207	Nhiệt động lực học nâng cao	3.0		
1463		ME5209	Truyền nhiệt nâng cao	3.0		
1464		ME5223	Dòng 2 pha và ống nhiệt	3.0		
1465		ME5227	Thực tập tại Công ty	4.0		
1466		ME5229	Đồ án thực tập	2.0		
1467		ME5231	Kỹ thuật Dệt hiện đại	4.0		
1468		ME5233	Khoa học quản lý trong dệt may	4.0		
1469		ME5235	Kiểm định và đánh giá trong dệt may	4.0		
1470		ME5237	Mỹ thuật công nghiệp trong Dệt may	3.0		
1471		ME5239	Mô hình hoá và mô phỏng Hệ thống sản xuất và dịch vụ	3.0		
1472		ME5241	Thực tập tốt nghiệp 2	3.0		
1473		ME5243	Thực tập công ty	4.0		
1474		ME5245	Đồ án thực tập	2.0		
1475		ME5251	Đồ án thực tập	2.0		
1476		ME5271	Logistics - SCM	3.0		
1477		ME5273	Ứng dụng tự động hóa trong Dệt may	3.0		
1478		ME6055	Đề án tốt nghiệp	9.0		
1479		ME6057	Chuyên đề nghiên cứu trước luận văn	15.0		
1480		ME6059	Luận văn thạc sĩ nghiên cứu	15.0		
1481		ME6061	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1	9.0		
1482		ME6063	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2	15.0		
1483		ME6065	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3	15.0		
1484		ME6067	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4	15.0		
1485		ME6069	Đề án tốt nghiệp	9.0		
1486		ME6071	Chuyên đề nghiên cứu trước luận văn	15.0		
1487		ME6073	Luận văn thạc sĩ nghiên cứu	15.0		
1488		ME6075	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1	9.0		
1489		ME6077	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2	15.0		
1490		ME6079	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3	15.0		
1491		ME6081	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4	15.0		
1492		ME6083	Đề án tốt nghiệp	9.0		
1493		ME6085	Chuyên đề nghiên cứu trước luận văn	15.0		
1494		ME6087	Luận văn thạc sĩ nghiên cứu	15.0		
1495		ME6089	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1	9.0		
1496		ME6091	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2	15.0		
1497		ME6093	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3	15.0		
1498		ME6095	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4	15.0		
1499		ME6097	Đề án tốt nghiệp	9.0		
1500		ME6099	Chuyên đề nghiên cứu trước luận văn	9.0		
1501		ME6101	Luận văn thạc sĩ nghiên cứu	15.0		
1502		ME6103	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1	9.0		
1503		ME6105	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2	15.0		
1504		ME6107	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3	15.0		
1505		ME6109	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4	15.0		
1506		ME6111	Đề án tốt nghiệp	9.0		
1507		ME6113	Chuyên đề nghiên cứu trước luận văn	15.0		
1508		ME6115	Luận văn thạc sĩ nghiên cứu	15.0		
1509		ME6117	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1	9.0		
1510		ME6119	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2	15.0		
1511		ME6121	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3	15.0		
1512		ME6123	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4	15.0		
1513		ME6125	Đề án tốt nghiệp	9.0		
1514		ME6127	Chuyên đề nghiên cứu trước luận văn	15.0		
1515		ME6129	Luận văn thạc sĩ nghiên cứu	15.0		
1516		ME6131	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1	9.0		
1517		ME6133	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2	15.0		
1518		ME6135	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3	15.0		
1519		ME6137	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4	15.0		
1520		ME7297	Tiểu luận tổng quan	0.0		
1521		ME7299	Chuyên đề tiến sĩ - phần 1	0.0		
1522		ME7301	Chuyên đề tiến sĩ - phần 2	0.0		
1523		ME7303	Luận án tiến sĩ - chuẩn bị	12.0		
1524		ME7305	Luận án tiến sĩ - phần 1	15.0		
1525		ME7307	Luận án tiến sĩ - phần 2	15.0		
1526		ME7309	Luận án tiến sĩ - phần 3	15.0		
1527		ME7311	Luận án tiến sĩ - phần 4	15.0		
1528		ME7313	Luận án tiến sĩ - phần 5	15.0		
1529		ME7315	Tiểu luận tổng quan	0.0		
1530		ME7317	Chuyên đề tiến sĩ - phần 1	0.0		
1531		ME7319	Chuyên đề tiến sĩ - phần 2	0.0		
1532		ME7321	Luận án tiến sĩ - chuẩn bị	12.0		
1533		ME7323	Luận án tiến sĩ - phần 1	15.0		
1534		ME7325	Luận án tiến sĩ - phần 2	15.0		
1535		ME7327	Luận án tiến sĩ - phần 3	15.0		
1536		ME7329	Luận án tiến sĩ - phần 4	15.0		
1537		ME7331	Luận án tiến sĩ - phần 5	15.0		
1538		ME7333	Tiểu luận tổng quan	0.0		
1539		ME7335	Chuyên đề tiến sĩ - phần 1	0.0		
1540		ME7337	Chuyên đề tiến sĩ - phần 2	0.0		
1541		ME7339	Luận án tiến sĩ - chuẩn bị	12.0		
1542		ME7341	Luận án tiến sĩ - phần 1	15.0		
1543		ME7343	Luận án tiến sĩ - phần 2	15.0		
1544		ME7345	Luận án tiến sĩ - phần 3	15.0		
1545		ME7347	Luận án tiến sĩ - phần 4	15.0		
1546		ME7349	Luận án tiến sĩ - phần 5	15.0		
1547		ME7351	Tiểu luận tổng quan	0.0		
1548		ME7353	Chuyên đề tiến sĩ - phần 1	0.0		
1549		ME7355	Chuyên đề tiến sĩ - phần 2	0.0		
1550		ME7357	Luận án tiến sĩ - chuẩn bị	12.0		
1551		ME7359	Luận án tiến sĩ - phần 1	15.0		
1552		ME7361	Luận án tiến sĩ - phần 2	15.0		
1553		ME7363	Luận án tiến sĩ - phần 3	15.0		
1554		ME7365	Luận án tiến sĩ - phần 4	15.0		
1555		ME7367	Luận án tiến sĩ - phần 5	15.0		
1556		MT1005	Giải tích 2	4.0		
1557		MT1007	Đại số tuyến tính	3.0		
1558		MT1009	Phương pháp tính	3.0		
1559		MT1013	Giải tích 2	4.0		
1560		MT1021	Giải tích 2	4.0		
1561		MT1023	Cơ sở phươngtrình viphân	3.0		
1562		MT2011	Phương pháp tính	3.0		
1563		MT2013	Xác suất và thống kê	4.0		
1564		MT2015	Xác suất và ứng dụng kt	3.0		
1565		PE1017	Cầu lông (học phần 1)	0.0		
1566		PE1033	Bóng đá (học phần 2)	0.0		
1567		PE1035	Bóng chuyền (học phần 2)	0.0		
1568		PE1037	Bóng bàn (học phần 2)	0.0		
1569		PE1039	Bóng rổ (học phần 2)	0.0		
1570		PE1041	Cầu lông (học phần 2)	0.0		
1571		PE1043	Bơi (học phần 2)	0.0		
1572		PE1045	Aerobic (học phần 2)	0.0		
1573		PE1051	Quần Vợt (học phần 2)	0.0		
1574		PE1063	Pickleball (học phần 2)	0.0		
1575		PH1003	Vật lý 1	4.0		
1576		PH1005	Vật lý 2	4.0		
1577		PH1007	Thí nghiệm vật lý	1.0		
1578		PH1013	Vật lý - nhiệt, lượng tử	3.0		
1579		SA0004	Sinh hoạt sinh viên định kỳ	0.0		
1580		SK1001	KN giao tiếp hiệu quả	0.0		
1581		SK1003	Kỹ năng quản lý bản thân	1.0		
1582		SP1007	Ph/luật ViệtNam đạicương	2.0		
1583		SP1031	Triết học Mác - Lênin	3.0		
1584		SP1033	K/tế Chính Trị Mac-lênin	2.0		
1585		SP1035	Chủ nghĩa xã hội khoahọc	2.0		
1586		SP1037	Tư tưởng Hồ Chí Minh	2.0		
1587		SP1039	Lịch sử Đảng Cộng sản VN	2.0		
1588		TR3003	Cơ học vậtliệu hàngkhông	3.0		
1589		TR3051	Thí nghiệm kỹ thuật hk 2	1.0		
1590		TR3055	Các hệ thời gian thực	3.0		
1591		TR3059	CAD ứd trong thiếtkế ôtô	3.0		
1592		TR3077	T/nghiệm k/th hàngkhông1	1.0		
1593		TR3091	Ô tô chuyên dùng	3.0		
1594		TR3119	Thi Nghiem O To &d/co Dt	3.0		
1595		TR4015	Thí nghiệm kỹ thuật hk 3	1.0		
1596		TR4051	Phương pháp phần tử hhạn	3.0		
1597		TR4057	Hệ thống lựcđẩy hỏa tiễn	3.0		
1598		TR4079	Đồ án chuyên ngành hk	2.0		
1599		TR4081	Thiết kế máy bay	3.0		
1600		TR4087	Công nghệ ô tô	3.0		
1601		TR4091	Đồ án chuyên ngành	2.0		
1602		TR4093	Đồ án chuyên ngành (kttt	2.0		
1603		TR4097	Cơ học rạn nứt và mỏi	3.0		
1604		TR4111	Đồ án chuyên ngành hàng không ( song ngành)	2.0		
1605		TR4113	Đồ án chuyên ngành tàu thủy ( song ngành)	2.0		
1606		TR4311	Đề cương luận văn tn	0.0		
1607		TR4313	Luận văn tốt nghiệp(ôtô)	9.0		
1608		TR4315	Đề cương luận văn tn	0.0		
1609		TR4317	Luận văn tốt nghiệp(ôtô)	9.0		
1610		TR4321	Đề cương luận văn tn	0.0		
1611		TR4323	Luận văn tốt nghiệp (tau	9.0		
1612		TR4325	Đề cương luận văn tn	0.0		
1613		TR4327	Luận văn tốt nghiệp (tau	9.0		
1614		TR4331	Đề cương luận văn tn	0.0		
1615		TR4333	Luận văn tốt nghiệp (hkg	9.0		
1616		TR4335	Đề cương luận văn tn	0.0		
1617		TR4337	Luận văn tốt nghiệp (hkg	9.0		
1618		TR4347	Đồ án tốt nghiệp	4.0		
1619		TR4357	Đồ án tốt nghiệp	4.0		
1620		TR4367	Đồ án tốt nghiệp	4.0		
1621		TR4377	Đồ án tốt nghiệp	6.0		
1622		TR5001	Đồ án chuyên ngành	2.0		
1623		TR5003	Chuyênđề công nghiệp(PBL	4.0		
1624		TR5007	Động lực học ô tô nâng cao	3.0		
1625		TR5017	Luận văn tốt nghiệp	9.0		
1626		TR5021	Kỹ thuật thiết kế phương tiện GTVT hiện đại	3.0		
1627		TR5023	Phương pháp tính toán số cho kết cấu phương tiện	3.0		
1628		TR5025	Phương pháp thực nghiệm trong nghiên cứu & phát triển PTVT	3.0		
1629		TR5071	Phương pháp tính toán mô phỏng số động lực học lưu chất	3.0		
1630		TR5097	Thực tập	3.0		
1631		TR5101	Thực tập 1	3.0		
1632		TR5103	Thực tập 2	3.0		
1633		TR5109	Quá trình cháy trong động cơ đốt trong	3.0		
1634		TR5111	Cơ học môi trường liên tục	3.0		
1635		TR6021	Đề án tốt nghiệp	9.0		
1636		TR6023	Chuyên đề nghiên cứu trước luận văn	15.0		
1637		TR6025	Luận văn thạc sĩ nghiên cứu	15.0		
1638		TR6027	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1	9.0		
1639		TR6029	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2	15.0		
1640		TR6031	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3	15.0		
1641		TR6033	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4	15.0		
1642		AS1003	Cơ lý thuyết	3.0		
1643		AS2001	Cơ học ứng dụng	3.0		
1644		AS2011	Lý thuyết đàn hồi	3.0		
1645		AS2047	Vật lý sóng	3.0		
1646		AS2049	Cơ học vật rắn & sóng cơ	3.0		
1647		AS2055	Cơ kỹ thuật đại cương	3.0		
1648		AS2071	Cơ học kỹ thuật	3.0		
1649		AS3013	Tính toán kết cấu	3.0		
1650		AS3015	P/pháp phầntử hữuhạn ckt	3.0		
1651		AS3045	ứng dụng laser trong yh	3.0		
1652		AS3049	Cơ sinh học	3.0		
1653		AS3061	Dao động cơ sở	3.0		
1654		AS3069	T/bị chẩn đoán h/ảnh yh	3.0		
1655		CH1003	Hóa đại cương	3.0		
1656		CH1015	Hóa đại cương	3.0		
1657		CH2021	Hóa hữu cơ	3.0		
1658		CH2027	Sinh học đại cương	3.0		
1659		CH2033	Hóa sinh	4.0		
1660		CH3019	Công nghệ tế bào	4.0		
1661		CH3359	Công nghệ lên men vs vật	4.0		
1662		CH3361	S/học phân tử &di truyền	4.0		
1663		CH3399	Công nghệ sản xuất vaccine	3.0		
1664		CH3409	Công nghệ sản xuất vitamin	3.0		
1665		CH3429	Công nghệ sx mỹ phẩm	3.0		
1666		CH4051	An toàn quá trình	3.0		
1667		CH4107	Pt sản phẩm thựcphẩm mới	3.0		
1668		CH4139	Công nghệ bào chế và sản xuất dược phẩm	3.0		
1669		CI1003	Vẽ kỹ thuật	3.0		
1670		CI1007	Trắc địa đại cương	3.0		
1671		CI1033	Vẽ kỹ thuật xây dựng	3.0		
1672		CI1077	Nguyên lý kinh tế học	3.0		
1673		CI2001	Sức bền vật liệu	3.0		
1674		CI2003	Cơ lưu chất	3.0		
1675		CI2007	Sức bền vật liệu	4.0		
1676		CI2037	Vật liệu xây dựng	3.0		
1677		CI2045	Hệ thống thôngtin địa lý	3.0		
1678		CI2095	Địa chất công trình	3.0		
1679		CI2099	L/sử kiến trúc và địnhcư	3.0		
1680		CI2135	Cơ kết cấu	3.0		
1681		CI2137	Cơ học đất	3.0		
1682		CI2143	Viễn thám	3.0		
1683		CI2161	Kinh tê? kỹ thuâ?t	3.0		
1684		CI2163	Phân ti?ch sự làm viê?c công trình	3.0		
1685		CI3003	Trắc lượng ảnh	3.0		
1686		CI3013	Thủy văn đô thị	3.0		
1687		CI3021	Quy hoạch cảng	3.0		
1688		CI3057	Kỹ thuật bê tông	3.0		
1689		CI3061	Phương pháp phần tử hh	3.0		
1690		CI3245	Kỹ thuật chất kết dính	3.0		
1691		CI3247	Động lực học sông - biển	3.0		
1692		CI3261	C/sở t/kế công trình cầu	3.0		
1693		CI3263	Cơ sở thiết kế đường	3.0		
1694		CI3265	Ky Thuat Ha Tang Do Thi	3.0		
1695		CI3269	Sức bền vật liệu	3.0		
1696		CI3293	K/thuật c/trình dân dụng	4.0		
1697		CI3507	Thiết kế mặt dựng	3.0		
1698		CI4145	Cs thicông &khai thác cđ	3.0		
1699		CI4153	Bê tông đặc biệt cho ct	3.0		
1700		CI4159	Trắc địa công trình	4.0		
1701		CI4165	Hạ tầng c/tr giao thông	3.0		
1702		CI4187	Thiên tai &b/đổi khí hậu	3.0		
1703		CI4197	Quy hoạch hạtầng g/thông	3.0		
1704		CO1003	Nhập môn về lập trình	3.0		
1705		CO1025	Thiết kế luận lý với hdl	3.0		
1706		CO1027	Kỹ thuật lập trình	3.0		
1707		CO2003	Ctrúc dữliệu & giảithuật	4.0		
1708		CO2007	Kiến trúc máy tính	4.0		
1709		CO2013	Hệ cơ sở dữ liệu	4.0		
1710		CO2017	Hệ điều hành	3.0		
1711		CO2035	Xử lý tín hiệu số	3.0		
1712		CO2037	Mạch điện - điện tử	4.0		
1713		CO2039	Lập trình nâng cao	3.0		
1714		CO3037	Pt ứd internet of things	3.0		
1715		CO3049	Lập trình web	3.0		
1716		CO3053	Hệ thống nhúng	3.0		
1717		CO3069	Mật mã và an ninh mạng	3.0		
1718		CO3085	Xử lý ngôn ngữ tự nhiên	3.0		
1719		CO3093	Mạng máy tính	3.0		
1720		CO3097	Thiết kế vi mạch	3.0		
1721		CO3137	Dữ liệu lớn	3.0		
1722		EE1005	Kỹ thuật điện	3.0		
1723		EE1007	Vật lý bán dẫn	4.0		
1724		EE1009	Kỹ thuật số	3.0		
1725		EE1029	Cơ sở kt điện-máy tính	4.0		
1726		EE2003	Trường điện từ	3.0		
1727		EE2005	Tín hiệu và hệ thống	3.0		
1728		EE2009	Hệthống Mtính &ngônngữlt	3.0		
1729		EE2011	Kỹ thuật điện-điện tử	3.0		
1730		EE2015	Xử lý số tín hiệu	3.0		
1731		EE2017	Cơ sở kỹ thuật điện	3.0		
1732		EE2019	Cơ sở điều khiển tự động	3.0		
1733		EE2021	Cơ sở điện tử công suất	3.0		
1734		EE2031	Điện - giải tích mạch	3.0		
1735		EE2033	Giải tích mạch	3.0		
1736		EE2035	Mạch điện tử	3.0		
1737		EE2039	Vi xử lý	3.0		
1738		EE2081	Ngôn ngữ lập trình	3.0		
1739		EE2401	Vật lý: điện và từ học	3.0		
1740		EE2407	Nguyên lý tự luận	3.0		
1741		EE2411	Linh kiện bán dẫn	3.0		
1742		EE2415	Ht máy tính &nn lậptrình	4.0		
1743		EE2419	Kỹ thuật số	3.0		
1744		EE3001	Hệ thống cung cấp điện	3.0		
1745		EE3005	Đo lường công nghiệp	3.0		
1746		EE3007	L/t điều khiển nâng cao	3.0		
1747		EE3009	Máy điện	3.0		
1748		EE3013	Giải tích hệ thống điện	3.0		
1749		EE3017	Đolường & đ/khiển bằngmt	3.0		
1750		EE3019	Truyền số liệu và mạng	3.0		
1751		EE3027	Nhàmáy điện &trạm biếnáp	3.0		
1752		EE3087	Bảo vệ rơle trong htđiện	3.0		
1753		EE3093	Vận hành &điều khiển htđ	3.0		
1754		EE3095	ổn định hệ thống điện	3.0		
1755		EE3097	Kỹ thuật an toàn điện	3.0		
1756		EE3099	Kỹ thuật chiếu sáng	3.0		
1757		EE3143	Đ/khiển & ứd các bbđ cs	3.0		
1758		EE3189	Điện tử học t/t &ứ/dụng	3.0		
1759		EE3417	Cảm biến và đo lường	3.0		
1760		EE3419	Điện tử công suất	3.0		
1761		EE3421	Máy điện	3.0		
1762		EE4441	Cơ sở người máy (Robot)	3.0		
1763		EE4445	Trí tuệ nhântạo trong đk	3.0		
1764		EN1015	Vi sinh vật đ/cương &tn	4.0		
1765		EN1017	Hóa môi trường	3.0		
1766		EN1021	Cơ sở sinh thái và sinh học môi trường	4.0		
1767		EN2049	Phântích hệthống môi/trg	3.0		
1768		EN3001	Kỹ thuật xử lý khí thải	4.0		
1769		EN3003	Ud Gis &vt Trong Qltn&mt	3.0		
1770		EN3027	Kỹ thuật xl chất thảirắn	4.0		
1771		EN3069	Q/lý chất thải rắn &ctnh	3.0		
1772		EN4025	Nmppnc khoa học tqltn&mt	3.0		
1773		GE1011	Địa vật lý đại cương+ kt	3.0		
1774		GE1013	Khoa học trái đất	4.0		
1775		GE1027	Khoa học dữ liệu	3.0		
1776		GE2011	C/sở khoa học đ/c dầukhí	3.0		
1777		GE2031	Dia Chat Thuy Van	3.0		
1778		GE2033	T/thể-k/vật-thạch học+tt	3.0		
1779		GE2035	Đchất k/trúc &đo vẽ bđđc	3.0		
1780		GE2037	Địa kỹ thuật 1	3.0		
1781		GE2041	Địa vật lý dầu khí	3.0		
1782		GE2055	Địa vật lý dầu khí &đgth	3.0		
1783		GE2059	Địachất k/trúc &các ppđc	3.0		
1784		GE2063	Kỹ thuật khoan dầu khí	3.0		
1785		GE2077	Địa chất thuỷ văn công trình	3.0		
1786		GE3143	Địa kỹ thuật 2	3.0		
1787		GE3161	Q/lý dự án trong kt tntđ	3.0		
1788		GE3177	Pp tìm kiếm thăm dò tldk	3.0		
1789		GE3203	ưd GIS &v/thám trg ql tn	3.0		
1790		GE3217	Kỹ thuật khai thác d/khí	3.0		
1791		GE4069	Địa chất độnglực c/trình	3.0		
1792		GE4085	Đv &tl bản đồ tn đất &ks	3.0		
1793		GE4087	Đôthị sinhthái thôngminh	3.0		
1794		IU1011	Vật lý kỹ thuật bảo trì	4.0		
1795		IU1015	Vẽ kỹ thuật bảo trì	3.0		
1796		IU2011	Kỹ thuật điện tử	3.0		
1797		IU2043	Công nghệ Cơ khí 1	3.0		
1798		IU3011	Kỹ thuật lập trình PLC	3.0		
1799		IU3017	Kỹ thuật số	3.0		
1800		IU3063	Công nghệ khí nén	3.0		
1801		IU3065	Công nghệ cơ khí 3	3.0		
1802		IU3067	Công nghệ lạnh &điều hòa	3.0		
1803		IU4019	An toàn &m/trường trg bd	3.0		
1804		IU4021	Kỹ thuật bảo trì	3.0		
1805		IU4025	Chi phí bảo trì	3.0		
1806		LA1013	Pháp văn 2	2.0		
1807		LA1017	Pháp văn 4	2.0		
1808		LA3023	Pháp văn 6	2.0		
1809		MA1003	Cơ sở khoa học vật liệu	3.0		
1810		MA2007	Hóa học polyme	3.0		
1811		MA2033	Vật lý chất rắn	3.0		
1812		MA2035	Công nghệ vật liệu	3.0		
1813		MA2037	Hóa lý - cn vật liệu	3.0		
1814		MA2039	Hóa hữu cơ - cn vật liệu	3.0		
1815		MA2043	Cơ sở hóa học vật liệu	3.0		
1816		MA3009	Công nghệ cao su	4.0		
1817		MA3011	Hóa học xúc tác	3.0		
1818		MA3019	K/t sx các chất cao p/tử	3.0		
1819		MA3021	Nguyên lý lò công nghiệp	3.0		
1820		MA3083	Cơ học vật liệu	3.0		
1821		MA3095	Lý thuyết &công nghệ đúc	4.0		
1822		MA3101	Truyền nhiệt &truyềnkhối	3.0		
1823		MA3127	Vật liệu Siêu dẫn	3.0		
1824		MA3129	Khoa học ăn mòn	3.0		
1825		MA3133	Kỹ thuật s/xuất bán dẫn	3.0		
1826		MA3141	Kỹthuật phân tích v/liệu	3.0		
1827		MA3147	Công nghệ Vật liệu đềCg	3.0		
1828		MA3157	Kt thực nghiệm trong vl	3.0		
1829		MA3165	VLKL& các quá trình CN	3.0		
1830		MA4049	Xử lý bề mặt vật liệu kl	3.0		
1831		MA4067	Kỹ thuật gia công polyme	4.0		
1832		MA4153	Công nghệ cao su	3.0		
1833		ME1003	Cơ khí đại cương	3.0		
1834		ME1009	Quản lý sản xuất	3.0		
1835		ME1015	Nguyên lý máy	4.0		
1836		ME1019	Quản lý năng suất và chất lượng	3.0		
1837		ME1021	Vật lý điện từ	4.0		
1838		ME2003	Nguyên lý máy	3.0		
1839		ME2005	Trangbị điện-đtử trg MCN	4.0		
1840		ME2007	Chi tiết máy	3.0		
1841		ME2009	Kỹthuật điềukhiển tựđộng	3.0		
1842		ME2019	Môi trường và con người	3.0		
1843		ME2049	Ung Dung May Tinh Trg Cn	3.0		
1844		ME2071	Các quá trình chế tạo	3.0		
1845		ME2089	Vẽ kỹ thuật cơ khí	4.0		
1846		ME2091	Phương pháp số	3.0		
1847		ME2099	Nhiệt đ/lực học kỹ thuật	3.0		
1848		ME2101	Cơ học máy	3.0		
1849		ME2121	Bơm, quạt, máy nén	3.0		
1850		ME2129	Cở sở thiết kế máy	3.0		
1851		ME2131	Vl cơ khí & cn kim loại	3.0		
1852		ME2139	Thiết kế mặt bằng	3.0		
1853		ME2157	K/soát &quảnlý chấtlượng	3.0		
1854		ME2177	Thiết kế công việc và Ergonomics	3.0		
1855		ME3001	K/thuật thủy lực &khínén	3.0		
1856		ME3003	Dung sai và kỹ thuật đo	3.0		
1857		ME3005	Thiếtkế hệthống cơđiệntử	3.0		
1858		ME3007	Vi điều khiển	3.0		
1859		ME3009	Các quá trình chế tạo	3.0		
1860		ME3011	Động lực học &điều khiển	3.0		
1861		ME3013	Hệ thống PLC	3.0		
1862		ME3015	Kỹ thuật robot	3.0		
1863		ME3021	Kỹ thuật nâng vận chuyển	3.0		
1864		ME3027	Mô hình hóa hình học &mp	3.0		
1865		ME3031	Kỹ thuật chế tạo 1	3.0		
1866		ME3033	Kỹ thuật chế tạo 2	3.0		
